SUPPLIER_NAME,SUPPLIER_ID,SUPPLIER_POSTCODE,SUPPLIER_COUNTRY,NUM_SUPPLIERS,CONTRACT_BUYER,CONTRACT_BUYER_POSTCODE,CONTRACT_TITLE,CONTRACT_DATE,CONTRACT_DESC,CONTRACT_URL,CONTRACT_VALUE,CONTRACT_CURRENCY
Alliance Disposables Ltd,,CW2 8UY,UK,3,National Procurement Service (Welsh Government),CF83 8WT,Cleaning and Janitorial Materials and Washroom Services,20200402,Supply of cleaning and janitorial materials and apparatus and the provision of washroom and air freshener services.,http://ted.europa.eu/udl?uri=TED:NOTICE:158318-2020:TEXT:EN:HTML,13000000,GBP
Electrical Compliance and Safety Ltd,09468049,NN17 5EU,UK,1,Midland Heart Ltd,B15 1LZ,Electrical Testing and Associated Works,20200402,This contract is to support a programme for electrical fixed wire testing. Work will be called off when required and agreed with the awarded supplier. Midland Heart reserves the right to award contracts for up to 3 suppliers (minimum of 1 supplier). The contract is for 5 years (2 years plus 2 years plus 1 year).,http://ted.europa.eu/udl?uri=TED:NOTICE:158336-2020:TEXT:EN:HTML,6000000,GBP
Nuvia Ltd,,KW14 7QU,UK,1,Dounreay Site Restoration Ltd,,Shaft and Silo Advanced Transition Works,20200402,Dounreay Site Restoration Ltd (DSRL) has awarded a call-off contract as a result of a mini competition through the decommissioning services framework for the Shaft and Silo Advanced Transition Works (ATW); construction of an interim Shaft Facility (Process Cell) that will be subsequently be readily incorporated into the D3300 Main Construction Works.,http://ted.europa.eu/udl?uri=TED:NOTICE:158341-2020:TEXT:EN:HTML,7800000.00,GBP
Curtins Ltd,,,UK,1,London and Quadrant Housing Trust,,London and Quadrant Housing Trust – Transport Consultants Framework 2020 – 2024,20200402,"London and Quadrant Housing Trust and its subsidiary Quadrant Construction Services are one of the largest providers of affordable housing in the UK, housing over 250 000 people in more than 95 000 homes, primarily across London and the South East of England. London and Quadrant Housing Trust are tendering for the provision of Transport Consultancy Services for London and Quadrant’s Self Delivered New Build Projects to comply with the Public Contracts regulations 2015. The objective of this tender process is to establish a framework agreement with the tenderers and London and Quadrant Housing Trust. The dates and contract value are estimates and could be subject to change. This is tender is for service providers only.",http://ted.europa.eu/udl?uri=TED:NOTICE:158348-2020:TEXT:EN:HTML,1000000,GBP
Ocaso SA,,E1 7HY,UK,8,Wheatley Housing Group,CM1 1QS,Provision of Insurance Services for Wheatley Housing Group,20200402,Provision of insurance services for Wheatley Housing Group. To be managed by Arthur J. Gallagher Insurance Brokers Ltd as the contracting authority's appointed insurance brokers and advisor.,http://ted.europa.eu/udl?uri=TED:NOTICE:158349-2020:TEXT:EN:HTML,4812868,GBP
Alesco Risk Management Services,,EC3V 9LJ,UK,8,Wheatley Housing Group,CM1 1QS,Provision of Insurance Services for Wheatley Housing Group,20200402,Provision of insurance services for Wheatley Housing Group. To be managed by Arthur J. Gallagher Insurance Brokers Ltd as the contracting authority's appointed insurance brokers and advisor.,http://ted.europa.eu/udl?uri=TED:NOTICE:158349-2020:TEXT:EN:HTML,4812868,GBP
Zurich Municipal,,G2 7ED,UK,8,Wheatley Housing Group,CM1 1QS,Provision of Insurance Services for Wheatley Housing Group,20200402,Provision of insurance services for Wheatley Housing Group. To be managed by Arthur J. Gallagher Insurance Brokers Ltd as the contracting authority's appointed insurance brokers and advisor.,http://ted.europa.eu/udl?uri=TED:NOTICE:158349-2020:TEXT:EN:HTML,4812868,GBP
NMU (Specialty) Ltd,,B3 2RT,UK,8,Wheatley Housing Group,CM1 1QS,Provision of Insurance Services for Wheatley Housing Group,20200402,Provision of insurance services for Wheatley Housing Group. To be managed by Arthur J. Gallagher Insurance Brokers Ltd as the contracting authority's appointed insurance brokers and advisor.,http://ted.europa.eu/udl?uri=TED:NOTICE:158349-2020:TEXT:EN:HTML,4812868,GBP
Aviva,,EC3P 3DQ,UK,8,Wheatley Housing Group,CM1 1QS,Provision of Insurance Services for Wheatley Housing Group,20200402,Provision of insurance services for Wheatley Housing Group. To be managed by Arthur J. Gallagher Insurance Brokers Ltd as the contracting authority's appointed insurance brokers and advisor.,http://ted.europa.eu/udl?uri=TED:NOTICE:158349-2020:TEXT:EN:HTML,4812868,GBP
Hiscox,,EC3A 6HX,UK,8,Wheatley Housing Group,CM1 1QS,Provision of Insurance Services for Wheatley Housing Group,20200402,Provision of insurance services for Wheatley Housing Group. To be managed by Arthur J. Gallagher Insurance Brokers Ltd as the contracting authority's appointed insurance brokers and advisor.,http://ted.europa.eu/udl?uri=TED:NOTICE:158349-2020:TEXT:EN:HTML,4812868,GBP
Nexus Underwriting Ltd,,EC3A 2EB,UK,8,Wheatley Housing Group,CM1 1QS,Provision of Insurance Services for Wheatley Housing Group,20200402,Provision of insurance services for Wheatley Housing Group. To be managed by Arthur J. Gallagher Insurance Brokers Ltd as the contracting authority's appointed insurance brokers and advisor.,http://ted.europa.eu/udl?uri=TED:NOTICE:158349-2020:TEXT:EN:HTML,4812868,GBP
Pen Underwriting,,EC3V 9LJ,UK,8,Wheatley Housing Group,CM1 1QS,Provision of Insurance Services for Wheatley Housing Group,20200402,Provision of insurance services for Wheatley Housing Group. To be managed by Arthur J. Gallagher Insurance Brokers Ltd as the contracting authority's appointed insurance brokers and advisor.,http://ted.europa.eu/udl?uri=TED:NOTICE:158349-2020:TEXT:EN:HTML,4812868,GBP
1st Enable,,,UK,2,Middlesbrough Council,TS1 9FZ,ASC003/2019 — Focussed Care and Support Framework,20200402,"Middlesbrough Council are seeking expressions of interest from suitably experienced providers who wish to be considered for a contract on the focussed care and support framework for persons aged 16+. This will replace the existing disabilities, enablement and support framework and the mental health (functional) framework.",http://ted.europa.eu/udl?uri=TED:NOTICE:158357-2020:TEXT:EN:HTML,37500000.00-75000000.00,GBP
Avalon,,,UK,2,Middlesbrough Council,TS1 9FZ,ASC003/2019 — Focussed Care and Support Framework,20200402,"Middlesbrough Council are seeking expressions of interest from suitably experienced providers who wish to be considered for a contract on the focussed care and support framework for persons aged 16+. This will replace the existing disabilities, enablement and support framework and the mental health (functional) framework.",http://ted.europa.eu/udl?uri=TED:NOTICE:158357-2020:TEXT:EN:HTML,37500000.00-75000000.00,GBP
,,,,2,Scottish Government,EH6 6QQ,Non Domestic Energy Efficiency Framework,20200402,"The NDEE framework will cover NDEE retrofit, in its broadest sense, to public sector buildings and grounds including the installation of a wide range of energy efficiency assets that may include, but not limited to:",http://ted.europa.eu/udl?uri=TED:NOTICE:158370-2020:TEXT:EN:HTML,40000000,GBP
Ameresco,,SW1W 0AH,UK,2,Scottish Government,EH6 6QQ,Non Domestic Energy Efficiency Framework,20200402,"The NDEE framework will cover NDEE retrofit, in its broadest sense, to public sector buildings and grounds including the installation of a wide range of energy efficiency assets that may include, but not limited to:",http://ted.europa.eu/udl?uri=TED:NOTICE:158370-2020:TEXT:EN:HTML,40000000,GBP
Rainbow Cottage Nursery LTD T/A Rainbow Childcare,,KA13 6EN,UK,2,North Ayrshire Council,KA12 8EE,NAC/5011 Early Learning and Childcare Funded Entitlement,20200402,"North Ayrshire Council (the “Council”) is required by Scottish Government, under the Children and Young People (Scotland) Act 2014, to provide a funded placement of 1 140 hours per year to all eligible 2 year olds and all children aged from 3 to those not yet attending Primary School, effective from August 2020.",http://ted.europa.eu/udl?uri=TED:NOTICE:158372-2020:TEXT:EN:HTML,12000000,GBP
Andrena Duncan,,KA11 1BP,UK,2,North Ayrshire Council,KA12 8EE,NAC/5011 Early Learning and Childcare Funded Entitlement,20200402,"North Ayrshire Council (the “Council”) is required by Scottish Government, under the Children and Young People (Scotland) Act 2014, to provide a funded placement of 1 140 hours per year to all eligible 2 year olds and all children aged from 3 to those not yet attending Primary School, effective from August 2020.",http://ted.europa.eu/udl?uri=TED:NOTICE:158372-2020:TEXT:EN:HTML,12000000,GBP
Capita Customer Management Ltd,01336850,,UK,1,Severn Trent Water Ltd,CV1 2LZ,Back Office Process Outsourcing,20200402,The Utilities outsource certain back office processing activities.,http://ted.europa.eu/udl?uri=TED:NOTICE:158375-2020:TEXT:EN:HTML,3000000.00,GBP
Springfield Properties plc,,IV30 6GR,UK,1,Kingdom Housing Association Ltd,KY6 2DA,"Acquisition of New Affordable Housing (Kirkland Farm, Ballingry Ph3)",20200403,This notice is to advise that Kingdom Housing Association intends to contract with Springfield Properties PLC. The contract is expected to commence 2020 and complete during 2021.,http://ted.europa.eu/udl?uri=TED:NOTICE:160572-2020:TEXT:EN:HTML,8800000,GBP
Andrew Scott Ltd,00406516,SA13 2SP,UK,1,University of Bristol,BS28BB,Main Contractor for Construction of National Soil-Foundation-Structure Interaction (SoFSI) Facility,20200403,Appointment of the main contractor for the construction of the new National Soil-Foundation-Structure Interaction (SoFSI) Facility at the University’s campus at Langford.,http://ted.europa.eu/udl?uri=TED:NOTICE:160573-2020:TEXT:EN:HTML,4110378.70,GBP
Bethany Christian Trust,,EH6 5JQ,UK,1,The City of Edinburgh Council,EH8 8BG,Homelessness Prevention — Support to Establish a Home,20200403,The Council intends to put a contract in place to assist with homelessness prevention by providing support to establish a home.,http://ted.europa.eu/udl?uri=TED:NOTICE:160587-2020:TEXT:EN:HTML,1540000,GBP
QMed Pharmaceuticals ltd,QMed Pharmaceuticals ltd,E15 1DN,UK,2,University Hospitals Plymouth NHS Trust,PL6 5WR,Over Labelled Packs — Pharmacy Service,20200403,This tender consists of 2 lots. Please refer to the tender documents for further information. This procurement is being managed by the Peninsula Purchasing and Supply Alliance on behalf of University Hospitals Plymouth NHS Trust acting for itself and the following organisations:,http://ted.europa.eu/udl?uri=TED:NOTICE:160588-2020:TEXT:EN:HTML,1010000.00,GBP
Huddersfield Pharmacy Specials,n/a,HD3 3ET,UK,2,University Hospitals Plymouth NHS Trust,PL6 5WR,Over Labelled Packs — Pharmacy Service,20200403,This tender consists of 2 lots. Please refer to the tender documents for further information. This procurement is being managed by the Peninsula Purchasing and Supply Alliance on behalf of University Hospitals Plymouth NHS Trust acting for itself and the following organisations:,http://ted.europa.eu/udl?uri=TED:NOTICE:160588-2020:TEXT:EN:HTML,1010000.00,GBP
Vaculug Technologies,,NG31 8HE,UK,1,National Procurement Service (Welsh Government),CF83 8WT,NPS Tyres and Associated Products and Services Framework,20200403,"The National Procurement Service (NPS), on behalf of the Welsh Public Sector, wishes to establish a collaborative framework agreement for the provision of tyres and associated products and services.",http://ted.europa.eu/udl?uri=TED:NOTICE:160590-2020:TEXT:EN:HTML,64000000,GBP
Zurich Municpal,,,UK,1,Westminster City Council,SW1E 6QP,Provision of Engineering Inspection Services,20200403,"The provision of  Engineering Inspection Services (‘the Services’) for the Westminster City Council, The Royal Borough of Kensington and Chelsea and the London Borough of Hammersmith and Fulham. The services will be delivered to buildings owned or managed by the respective boroughs.",http://ted.europa.eu/udl?uri=TED:NOTICE:160611-2020:TEXT:EN:HTML,1670500.00,GBP
Oracle Corporation UK Ltd,1782505,RG6 1RAU,UK,1,Cheshire East Borough Council,CW11 1HZ,Provision of Oracle Service Contract — Oracle E-business Suite (EBS) and Database Technical Support Services.Ref: W964,20200403,Direct award of Oracle service contract including annual technical support services — Oracle E-business Suite (EBS) and database technical support services.,http://ted.europa.eu/udl?uri=TED:NOTICE:160612-2020:TEXT:EN:HTML,1100000,GBP
